item,count,rank
2789,4,3688
6989,4,3689
132157,4,3690
1648,4,3691
5879,4,3692
132796,4,3693
106540,4,3694
5873,4,3695
85131,4,3696
1326,4,3697
6978,4,3698
2807,4,3699
25825,4,3700
840,4,3701
1447,4,3702
113573,4,3703
112370,4,3704
78088,4,3705
173145,4,3706
27674,4,3707
6872,4,3708
3142,4,3709
27604,4,3710
174053,4,3711
27397,4,3712
1392,4,3713
78467,4,3714
3117,4,3715
1382,4,3716
3111,4,3717
3109,4,3718
6785,4,3719
6786,4,3720
718,4,3721
3163,4,3722
5544,4,3723
692,4,3724
27837,4,3725
6808,4,3726
112911,4,3727
6852,4,3728
3230,4,3729
3225,4,3730
3224,4,3731
137337,4,3732
3194,4,3733
3190,4,3734
1422,4,3735
27790,4,3736
3167,4,3737
136016,4,3738
27193,4,3739
3093,4,3740
2996,4,3741
2978,4,3742
109846,4,3743
2970,4,3744
2967,4,3745
1550,4,3746
109673,4,3747
109578,4,3748
134214,4,3749
1353,4,3750
8967,4,3751
2905,4,3752
2902,4,3753
82667,4,3754
109483,4,3755
6710,4,3756
25771,4,3757
5712,4,3758
160954,4,3759
3011,4,3760
3076,4,3761
26865,4,3762
5646,4,3763
3074,4,3764
135567,4,3765
1503,4,3766
5668,4,3767
766,4,3768
6744,4,3769
3031,4,3770
173291,4,3771
26471,4,3772
80126,4,3773
26322,4,3774
3017,4,3775
2677,4,3776
947,4,3777
87304,4,3778
182823,4,3779
7448,4,3780
2265,4,3781
2264,4,3782
6286,4,3783
100390,4,3784
6288,4,3785
1979,4,3786
2241,4,3787
184471,4,3788
95873,4,3789
2205,4,3790
2204,4,3791
1099,4,3792
7386,4,3793
6308,4,3794
1992,4,3795
1942,4,3796
7450,4,3797
94070,4,3798
101612,4,3799
1860,4,3800
102993,4,3801
101962,4,3802
680,4,3803
7587,4,3804
1046,4,3805
6249,4,3806
101577,4,3807
100507,4,3808
6252,4,3809
187541,4,3810
7541,4,3811
7481,4,3812
185029,4,3813
1066,4,3814
95307,4,3815
2182,4,3816
2181,4,3817
96432,4,3818
7258,4,3819
7228,4,3820
2016,4,3821
6375,4,3822
97860,4,3823
117887,4,3824
2043,4,3825
7257,4,3826
7316,4,3827
96488,4,3828
2066,4,3829
7259,4,3830
7303,4,3831
2057,4,3832
7294,4,3833
98154,4,3834
117533,4,3835
7215,4,3836
6368,4,3837
2091,4,3838
1999,4,3839
7369,4,3840
121231,4,3841
2166,4,3842
7362,4,3843
6332,4,3844
1996,4,3845
1111,4,3846
6337,4,3847
1998,4,3848
6339,4,3849
6341,4,3850
2149,4,3851
7340,4,3852
2131,4,3853
2120,4,3854
94266,4,3855
7706,4,3856
2660,4,3857
127108,4,3858
7026,4,3859
6012,4,3860
2561,4,3861
1733,4,3862
90345,4,3863
8581,4,3864
90376,4,3865
90430,4,3866
98203,4,3867
90531,4,3868
127098,4,3869
8501,4,3870
127096,4,3871
1752,4,3872
6039,4,3873
6040,4,3874
2575,4,3875
2587,4,3876
7720,4,3877
5988,4,3878
105197,4,3879
105037,4,3880
6636,4,3881
2639,4,3882
87867,4,3883
6625,4,3884
1684,4,3885
88235,4,3886
89118,4,3887
88356,4,3888
1727,4,3889
1730,4,3890
2615,4,3891
1731,4,3892
38,4,3893
2593,4,3894
2522,4,3895
7033,4,3896
90717,4,3897
103075,4,3898
6184,4,3899
93443,4,3900
7894,4,3901
1844,4,3902
7842,4,3903
93766,4,3904
7766,4,3905
93831,4,3906
104076,4,3907
94015,4,3908
7762,4,3909
7121,4,3910
2337,4,3911
7748,4,3912
2333,4,3913
6220,4,3914
7116,4,3915
1837,4,3916
7982,4,3917
2383,4,3918
104069,4,3919
7048,4,3920
8364,4,3921
8362,4,3922
6093,4,3923
103980,4,3924
7069,4,3925
7084,4,3926
92507,4,3927
103596,4,3928
6559,4,3929
2399,4,3930
93287,4,3931
8011,4,3932
7102,4,3933
4640,4,3934
3091,4,3935
62511,4,3936
39427,4,3937
3937,4,3938
3930,4,3939
3928,4,3940
3909,4,3941
39869,4,3942
61352,4,3943
62293,4,3944
3865,4,3945
148956,4,3946
3846,4,3947
3572,4,3948
3843,4,3949
39234,4,3950
512,4,3951
63433,4,3952
39231,4,3953
513,4,3954
5099,4,3955
5102,4,3956
167018,4,3957
60941,4,3958
60760,4,3959
40614,4,3960
40723,4,3961
4063,4,3962
4969,4,3963
59333,4,3964
4042,4,3965
4976,4,3966
456,4,3967
271,4,3968
461,4,3969
152970,4,3970
4012,4,3971
40955,4,3972
152091,4,3973
40851,4,3974
3990,4,3975
479,4,3976
3973,4,3977
151739,4,3978
487,4,3979
3953,4,3980
3822,4,3981
63479,4,3982
63540,4,3983
67267,4,3984
5222,4,3985
3689,4,3986
67695,4,3987
34532,4,3988
67788,4,3989
5246,4,3990
3677,4,3991
5248,4,3992
5255,4,3993
5264,4,3994
34336,4,3995
34271,4,3996
3627,4,3997
69275,4,3998
574,4,3999
3606,4,4000
577,4,4001
3584,4,4002
3576,4,4003
67295,4,4004
240,4,4005
38798,4,4006
147378,4,4007
38304,4,4008
3802,4,4009
3801,4,4010
3786,4,4011
518,4,4012
3774,4,4013
523,4,4014
167036,4,4015
147384,4,4016
5147,4,4017
65188,4,4018
65585,4,4019
3732,4,4020
65642,4,4021
3728,4,4022
37240,4,4023
147380,4,4024
66665,4,4025
5214,4,4026
4066,4,4027
4067,4,4028
42009,4,4029
4721,4,4030
4727,4,4031
51037,4,4032
4502,4,4033
51091,4,4034
160271,4,4035
4738,4,4036
4745,4,4037
365,4,4038
52694,4,4039
52967,4,4040
4439,4,4041
53024,4,4042
4773,4,4043
4432,4,4044
53127,4,4045
53318,4,4046
53435,4,4047
4419,4,4048
53956,4,4049
4725,4,4050
4518,4,4051
45442,4,4052
50798,4,4053
48412,4,4054
4628,4,4055
48696,4,4056
47894,4,4057
47810,4,4058
4605,4,4059
49220,4,4060
4585,4,4061
4686,4,4062
49772,4,4063
47382,4,4064
4697,4,4065
49910,4,4066
49961,4,4067
4703,4,4068
4535,4,4069
4533,4,4070
4529,4,4071
46967,4,4072
4389,4,4073
4792,4,4074
58839,4,4075
4221,4,4076
56563,4,4077
4191,4,4078
4898,4,4079
4175,4,4080
4168,4,4081
4160,4,4082
4912,4,4083
4141,4,4084
43376,4,4085
4126,4,4086
42734,4,4087
4928,4,4088
4929,4,4089
4124,4,4090
58301,4,4091
58315,4,4092
4091,4,4093
58347,4,4094
42013,4,4095
4888,4,4096
4229,4,4097
4381,4,4098
43917,4,4099
387,4,4100
45175,4,4101
4802,4,4102
4803,4,4103
158813,4,4104
4808,4,4105
44864,4,4106
4339,4,4107
54785,4,4108
299,4,4109
4305,4,4110
44204,4,4111
55167,4,4112
55245,4,4113
4293,4,4114
4850,4,4115
55253,4,4116
4259,4,4117
165101,4,4118
70159,4,4119
113348,4,4120
581,4,4121
140247,4,4122
73015,4,4123
210,4,4124
650,4,4125
5477,4,4126
142222,4,4127
32657,4,4128
3467,4,4129
168326,4,4130
142422,4,4131
3497,4,4132
3500,4,4133
168266,4,4134
30850,4,4135
3516,4,4136
606,4,4137
73344,4,4138
33499,4,4139
74154,4,4140
74324,4,4141
168254,4,4142
3306,4,4143
32584,4,4144
5410,4,4145
33834,4,4146
5414,4,4147
634,4,4148
140956,4,4149
72167,4,4150
72356,4,4151
5438,4,4152
639,4,4153
3430,4,4154
31804,4,4155
5428,4,4156
32289,4,4157
170697,4,4158
3436,4,4159
140359,4,4160
3445,4,4161
71462,4,4162
199,4,4163
3384,4,4164
168492,4,4165
5466,4,4166
32460,4,4167
5415,4,4168
187,4,4169
71823,4,4170
5527,4,4171
74510,4,4172
27878,4,4173
142997,4,4174
33880,4,4175
5522,4,4176
27879,4,4177
27882,4,4178
70565,4,4179
74685,4,4180
47970,3,4181
44731,3,4182
102194,3,4183
55069,3,4184
116977,3,4185
7124,3,4186
170875,3,4187
55116,3,4188
55094,3,4189
157312,3,4190
26974,3,4191
48744,3,4192
101283,3,4193
112804,3,4194
101076,3,4195
7142,3,4196
26870,3,4197
44759,3,4198
54780,3,4199
72701,3,4200
49130,3,4201
72720,3,4202
7072,3,4203
103883,3,4204
7078,3,4205
7080,3,4206
27311,3,4207
74698,3,4208
6869,3,4209
103801,3,4210
47725,3,4211
136018,3,4212
103655,3,4213
27834,3,4214
158783,3,4215
112421,3,4216
112515,3,4217
7104,3,4218
54372,3,4219
162600,3,4220
54732,3,4221
72489,3,4222
163134,3,4223
31700,3,4224
100714,3,4225
112897,3,4226
26686,3,4227
6827,3,4228
165639,3,4229
117192,3,4230
7236,3,4231
99106,3,4232
117466,3,4233
79879,3,4234
56607,3,4235
160567,3,4236
55241,3,4237
156607,3,4238
32009,3,4239
7261,3,4240
72129,3,4241
43708,3,4242
26629,3,4243
48326,3,4244
57243,3,4245
7297,3,4246
7225,3,4247
27873,3,4248
7216,3,4249
56176,3,4250
26810,3,4251
48593,3,4252
55250,3,4253
26778,3,4254
55444,3,4255
100083,3,4256
79274,3,4257
99917,3,4258
99728,3,4259
99145,3,4260
55553,3,4261
156726,3,4262
43919,3,4263
6850,3,4264
26712,3,4265
31923,3,4266
72395,3,4267
7206,3,4268
7209,3,4269
49132,3,4270
45208,3,4271
72731,3,4272
109895,3,4273
6966,3,4274
6898,3,4275
46850,3,4276
51024,3,4277
106873,3,4278
73929,3,4279
73854,3,4280
115680,3,4281
115877,3,4282
30820,3,4283
52283,3,4284
27728,3,4285
27722,3,4286
74508,3,4287
46572,3,4288
30848,3,4289
51884,3,4290
51925,3,4291
110130,3,4292
30898,3,4293
115122,3,4294
47261,3,4295
6959,3,4296
6920,3,4297
50005,3,4298
75813,3,4299
50189,3,4300
114074,3,4301
30803,3,4302
109187,3,4303
108949,3,4304
50740,3,4305
114762,3,4306
161580,3,4307
6950,3,4308
77364,3,4309
114818,3,4310
170813,3,4311
74450,3,4312
50802,3,4313
6954,3,4314
188301,3,4315
50804,3,4316
46062,3,4317
31116,3,4318
49276,3,4319
49347,3,4320
73042,3,4321
47465,3,4322
6885,3,4323
47491,3,4324
53466,3,4325
111622,3,4326
53550,3,4327
49647,3,4328
53974,3,4329
27368,3,4330
52712,3,4331
74916,3,4332
158972,3,4333
103984,3,4334
7045,3,4335
112006,3,4336
49284,3,4337
49280,3,4338
7060,3,4339
114060,3,4340
27408,3,4341
27434,3,4342
7024,3,4343
27478,3,4344
52767,3,4345
104925,3,4346
104906,3,4347
7009,3,4348
110297,3,4349
31184,3,4350
78266,3,4351
104863,3,4352
104303,3,4353
73106,3,4354
104283,3,4355
7010,3,4356
110882,3,4357
162478,3,4358
78316,3,4359
7015,3,4360
7016,3,4361
7017,3,4362
7299,3,4363
27563,3,4364
80139,3,4365
57532,3,4366
91628,3,4367
147382,3,4368
125916,3,4369
65126,3,4370
70984,3,4371
8906,3,4372
85179,3,4373
85354,3,4374
8369,3,4375
91126,3,4376
127052,3,4377
33639,3,4378
90888,3,4379
36537,3,4380
65982,3,4381
180095,3,4382
90603,3,4383
70946,3,4384
8491,3,4385
70728,3,4386
36509,3,4387
85736,3,4388
70641,3,4389
33677,3,4390
8341,3,4391
91690,3,4392
7310,3,4393
8261,3,4394
8948,3,4395
84187,3,4396
38095,3,4397
7991,3,4398
8008,3,4399
8939,3,4400
8012,3,4401
64032,3,4402
8033,3,4403
64167,3,4404
8928,3,4405
70994,3,4406
37736,3,4407
8044,3,4408
8119,3,4409
8916,3,4410
92509,3,4411
33421,3,4412
92391,3,4413
8183,3,4414
92008,3,4415
91978,3,4416
64993,3,4417
8526,3,4418
33725,3,4419
142536,3,4420
33830,3,4421
8838,3,4422
177615,3,4423
175661,3,4424
8695,3,4425
34153,3,4426
87298,3,4427
131714,3,4428
87234,3,4429
86290,3,4430
8836,3,4431
69524,3,4432
69606,3,4433
86892,3,4434
129937,3,4435
34143,3,4436
130450,3,4437
8799,3,4438
86835,3,4439
130518,3,4440
8835,3,4441
8833,3,4442
69849,3,4443
86295,3,4444
177763,3,4445
34321,3,4446
143969,3,4447
89305,3,4448
90403,3,4449
8542,3,4450
85788,3,4451
34536,3,4452
89840,3,4453
34530,3,4454
34528,3,4455
89759,3,4456
34523,3,4457
8864,3,4458
70533,3,4459
145839,3,4460
70521,3,4461
147374,3,4462
70361,3,4463
179817,3,4464
68159,3,4465
178061,3,4466
68486,3,4467
33896,3,4468
68848,3,4469
87876,3,4470
175485,3,4471
7932,3,4472
63436,3,4473
9018,3,4474
26171,3,4475
71668,3,4476
7354,3,4477
59103,3,4478
135532,3,4479
96655,3,4480
96616,3,4481
59141,3,4482
32213,3,4483
166492,3,4484
156371,3,4485
80586,3,4486
96606,3,4487
26082,3,4488
96448,3,4489
155509,3,4490
25937,3,4491
25850,3,4492
40962,3,4493
155288,3,4494
25841,3,4495
40959,3,4496
96020,3,4497
59037,3,4498
59014,3,4499
7348,3,4500
118702,3,4501
7311,3,4502
43460,3,4503
57951,3,4504
26585,3,4505
26578,3,4506
26528,3,4507
42732,3,4508
26492,3,4509
26422,3,4510
141544,3,4511
58303,3,4512
42007,3,4513
8815,3,4514
58332,3,4515
26375,3,4516
26340,3,4517
42015,3,4518
32022,3,4519
58425,3,4520
80241,3,4521
156387,3,4522
120478,3,4523
59727,3,4524
80590,3,4525
93563,3,4526
80862,3,4527
7579,3,4528
7619,3,4529
94833,3,4530
94503,3,4531
7650,3,4532
82499,3,4533
62376,3,4534
94018,3,4535
62394,3,4536
62439,3,4537
7728,3,4538
74750,3,4539
71304,3,4540
8959,3,4541
148888,3,4542
7810,3,4543
7812,3,4544
7834,3,4545
7840,3,4546
71252,3,4547
83177,3,4548
7846,3,4549
71211,3,4550
61350,3,4551
61348,3,4552
61289,3,4553
60293,3,4554
95654,3,4555
152083,3,4556
80969,3,4557
81018,3,4558
95377,3,4559
95309,3,4560
8982,3,4561
32298,3,4562
151455,3,4563
182715,3,4564
60333,3,4565
32554,3,4566
81158,3,4567
32300,3,4568
134881,3,4569
141866,3,4570
60979,3,4571
95067,3,4572
94985,3,4573
151315,3,4574
7566,3,4575
61026,3,4576
74754,3,4577
7301,3,4578
5433,3,4579
1946,3,4580
4644,3,4581
6219,3,4582
1904,3,4583
3537,3,4584
3502,3,4585
3480,3,4586
4662,3,4587
4663,3,4588
567,3,4589
1913,3,4590
4673,3,4591
6235,3,4592
4688,3,4593
1934,3,4594
3431,3,4595
4709,3,4596
1936,3,4597
3423,3,4598
3420,3,4599
3415,3,4600
4723,3,4601
1938,3,4602
4733,3,4603
3406,3,4604
4736,3,4605
5644,3,4606
5643,3,4607
1105,3,4608
3395,3,4609
3544,3,4610
3554,3,4611
3559,3,4612
5680,3,4613
251,3,4614
4577,3,4615
1812,3,4616
6185,3,4617
1816,3,4618
1161,3,4619
3653,3,4620
1827,3,4621
1836,3,4622
4602,3,4623
1856,3,4624
1150,3,4625
3626,3,4626
6193,3,4627
3563,3,4628
1859,3,4629
6196,3,4630
6197,3,4631
3598,3,4632
228,3,4633
5678,3,4634
212,3,4635
4624,3,4636
4625,3,4637
209,3,4638
1888,3,4639
6215,3,4640
4636,3,4641
3393,3,4642
6270,3,4643
6183,3,4644
4757,3,4645
3287,3,4646
2041,3,4647
6348,3,4648
4822,3,4649
6349,3,4650
4833,3,4651
6374,3,4652
3235,3,4653
4835,3,4654
2051,3,4655
6387,3,4656
5625,3,4657
3217,3,4658
4845,3,4659
4849,3,4660
4852,3,4661
3206,3,4662
166,3,4663
3185,3,4664
4862,3,4665
2074,3,4666
3179,3,4667
2095,3,4668
5613,3,4669
4916,3,4670
2102,3,4671
156,3,4672
2103,3,4673
3158,3,4674
2038,3,4675
6345,3,4676
998,3,4677
617,3,4678
1981,3,4679
4765,3,4680
1984,3,4681
4771,3,4682
3364,3,4683
3350,3,4684
6291,3,4685
6298,3,4686
6300,3,4687
3326,3,4688
4789,3,4689
4794,3,4690
6306,3,4691
3325,3,4692
1003,3,4693
2024,3,4694
6315,3,4695
4795,3,4696
6319,3,4697
3324,3,4698
2026,3,4699
6327,3,4700
1051,3,4701
2035,3,4702
6334,3,4703
6335,3,4704
4809,3,4705
3299,3,4706
1804,3,4707
4572,3,4708
3145,3,4709
4424,3,4710
4035,3,4711
6002,3,4712
4317,3,4713
6005,3,4714
4329,3,4715
4024,3,4716
1401,3,4717
4003,3,4718
4000,3,4719
4345,3,4720
3964,3,4721
4347,3,4722
1581,3,4723
1596,3,4724
3957,3,4725
1599,3,4726
6022,3,4727
4373,3,4728
3947,3,4729
6027,3,4730
4392,3,4731
486,3,4732
1601,3,4733
1355,3,4734
1351,3,4735
4409,3,4736
6041,3,4737
3908,3,4738
1604,3,4739
4043,3,4740
5788,3,4741
1551,3,4742
4130,3,4743
4195,3,4744
4207,3,4745
4187,3,4746
1484,3,4747
1453,3,4748
424,3,4749
4219,3,4750
1439,3,4751
4146,3,4752
1497,3,4753
1430,3,4754
5841,3,4755
4131,3,4756
4127,3,4757
4300,3,4758
4117,3,4759
4256,3,4760
1526,3,4761
1529,3,4762
4278,3,4763
452,3,4764
4081,3,4765
5833,3,4766
460,3,4767
5965,3,4768
4285,3,4769
4289,3,4770
5820,3,4771
1606,3,4772
1609,3,4773
1791,3,4774
326,3,4775
521,3,4776
3767,3,4777
4492,3,4778
3760,3,4779
1322,3,4780
4506,3,4781
291,3,4782
3743,3,4783
1670,3,4784
4520,3,4785
3733,3,4786
1686,3,4787
3729,3,4788
528,3,4789
536,3,4790
5696,3,4791
4531,3,4792
1236,3,4793
6148,3,4794
3712,3,4795
4537,3,4796
3710,3,4797
4552,3,4798
6162,3,4799
1176,3,4800
3696,3,4801
283,3,4802
6170,3,4803
4563,3,4804
1323,3,4805
3769,3,4806
3771,3,4807
304,3,4808
1340,3,4809
3884,3,4810
4438,3,4811
1626,3,4812
4441,3,4813
4442,3,4814
1629,3,4815
313,3,4816
4444,3,4817
1647,3,4818
1332,3,4819
6051,3,4820
1649,3,4821
6063,3,4822
4488,3,4823
3839,3,4824
3837,3,4825
6100,3,4826
4471,3,4827
3819,3,4828
3813,3,4829
3810,3,4830
4476,3,4831
3797,3,4832
1324,3,4833
4480,3,4834
4482,3,4835
4483,3,4836
4920,3,4837
1465,3,4838
6776,3,4839
5137,3,4840
2844,3,4841
715,3,4842
2943,3,4843
5497,3,4844
6549,3,4845
2932,3,4846
2931,3,4847
2563,3,4848
5589,3,4849
113,3,4850
5404,3,4851
2331,3,4852
927,3,4853
2488,3,4854
2816,3,4855
2555,3,4856
2227,3,4857
2554,3,4858
691,3,4859
893,3,4860
5337,3,4861
5417,3,4862
5021,3,4863
5250,3,4864
2363,3,4865
5475,3,4866
835,3,4867
2782,3,4868
5034,3,4869
54,3,4870
5046,3,4871
5333,3,4872
2212,3,4873
665,3,4874
5073,3,4875
2582,3,4876
6558,3,4877
2874,3,4878
2634,3,4879
2475,3,4880
5127,3,4881
30,3,4882
5563,3,4883
2472,3,4884
2633,3,4885
6566,3,4886
2465,3,4887
2442,3,4888
5387,3,4889
6567,3,4890
2891,3,4891
5556,3,4892
5120,3,4893
5506,3,4894
2347,3,4895
5460,3,4896
5382,3,4897
5074,3,4898
2817,3,4899
5075,3,4900
5076,3,4901
2439,3,4902
2899,3,4903
2818,3,4904
5470,3,4905
6750,3,4906
5391,3,4907
6584,3,4908
2460,3,4909
5471,3,4910
2477,3,4911
2988,3,4912
6582,3,4913
5476,3,4914
5485,3,4915
2708,3,4916
2119,3,4917
6638,3,4918
2147,3,4919
2526,3,4920
2696,3,4921
6800,3,4922
2152,3,4923
5427,3,4924
5610,3,4925
2511,3,4926
3097,3,4927
2534,3,4928
2495,3,4929
4956,3,4930
4991,3,4931
944,3,4932
2525,3,4933
2327,3,4934
2107,3,4935
2514,3,4936
6433,3,4937
2448,3,4938
6436,3,4939
6650,3,4940
2520,3,4941
946,3,4942
747,3,4943
5437,3,4944
3135,3,4945
78,3,4946
3129,3,4947
3127,3,4948
731,3,4949
103,3,4950
2535,3,4951
6629,3,4952
3075,3,4953
935,3,4954
2540,3,4955
888,3,4956
6614,3,4957
2453,3,4958
5483,3,4959
6466,3,4960
5523,3,4961
2385,3,4962
2682,3,4963
6483,3,4964
2681,3,4965
6783,3,4966
3015,3,4967
2310,3,4968
3051,3,4969
3048,3,4970
3055,3,4971
5423,3,4972
2537,3,4973
146,3,4974
5187,3,4975
2177,3,4976
869,3,4977
6790,3,4978
3064,3,4979
2691,3,4980
53022,2,4981
5346,2,4982
4428,2,4983
867,2,4984
53138,2,4985
5341,2,4986
4429,2,4987
5347,2,4988
4426,2,4989
4433,2,4990
4440,2,4991
133802,2,4992
42946,2,4993
1329,2,4994
4443,2,4995
51927,2,4996
115664,2,4997
33815,2,4998
1325,2,4999
51937,2,5000
4478,2,5001
5324,2,5002
4484,2,5003
33681,2,5004
5304,2,5005
51705,2,5006
51698,2,5007
132800,2,5008
870,2,5009
5297,2,5010
133712,2,5011
1328,2,5012
4470,2,5013
4466,2,5014
1341,2,5015
4462,2,5016
52375,2,5017
33781,2,5018
33779,2,5019
115231,2,5020
52579,2,5021
52644,2,5022
52668,2,5023
5334,2,5024
33683,2,5025
52730,2,5026
52950,2,5027
53140,2,5028
4355,2,5029
53161,2,5030
4313,2,5031
764,2,5032
32387,2,5033
55278,2,5034
135518,2,5035
55274,2,5036
55272,2,5037
32456,2,5038
135456,2,5039
1419,2,5040
1417,2,5041
4292,2,5042
4294,2,5043
4296,2,5044
4297,2,5045
4298,2,5046
1415,2,5047
1413,2,5048
779,2,5049
32582,2,5050
4276,2,5051
760,2,5052
4273,2,5053
1437,2,5054
4200,2,5055
1460,2,5056
4217,2,5057
1440,2,5058
56012,2,5059
56003,2,5060
55946,2,5061
4224,2,5062
112460,2,5063
55292,2,5064
112497,2,5065
55620,2,5066
5425,2,5067
4252,2,5068
1428,2,5069
55451,2,5070
4263,2,5071
4268,2,5072
4312,2,5073
55080,2,5074
114713,2,5075
4316,2,5076
54185,2,5077
54116,2,5078
4390,2,5079
808,2,5080
33171,2,5081
1352,2,5082
4397,2,5083
4399,2,5084
4403,2,5085
53574,2,5086
4412,2,5087
841,2,5088
5361,2,5089
114601,2,5090
5357,2,5091
114627,2,5092
114678,2,5093
4422,2,5094
33564,2,5095
33090,2,5096
114028,2,5097
5389,2,5098
54771,2,5099
5409,2,5100
113252,2,5101
5398,2,5102
113345,2,5103
1406,2,5104
5397,2,5105
4337,2,5106
795,2,5107
113532,2,5108
32892,2,5109
54745,2,5110
32770,2,5111
54734,2,5112
4350,2,5113
1397,2,5114
113741,2,5115
34148,2,5116
54276,2,5117
51498,2,5118
50160,2,5119
116668,2,5120
5069,2,5121
46337,2,5122
56286,2,5123
4749,2,5124
39801,2,5125
5062,2,5126
4756,2,5127
40412,2,5128
5051,2,5129
128968,2,5130
4770,2,5131
4780,2,5132
4782,2,5133
45635,2,5134
4784,2,5135
1085,2,5136
5033,2,5137
122884,2,5138
40697,2,5139
5023,2,5140
5011,2,5141
45382,2,5142
46347,2,5143
129397,2,5144
907,2,5145
121097,2,5146
1123,2,5147
130087,2,5148
4672,2,5149
38388,2,5150
119655,2,5151
917,2,5152
4683,2,5153
129737,2,5154
47404,2,5155
4690,2,5156
1112,2,5157
47124,2,5158
4699,2,5159
120637,2,5160
4708,2,5161
5096,2,5162
5083,2,5163
129428,2,5164
4711,2,5165
4714,2,5166
1107,2,5167
45361,2,5168
128852,2,5169
40870,2,5170
40946,2,5171
4836,2,5172
44225,2,5173
42018,2,5174
42191,2,5175
4847,2,5176
4947,2,5177
127298,2,5178
125974,2,5179
44020,2,5180
127204,2,5181
4863,2,5182
43932,2,5183
126430,2,5184
43869,2,5185
4893,2,5186
4909,2,5187
4911,2,5188
42730,2,5189
43556,2,5190
127152,2,5191
4919,2,5192
44399,2,5193
4957,2,5194
4959,2,5195
4811,2,5196
4987,2,5197
4796,2,5198
41527,2,5199
1055,2,5200
4801,2,5201
4985,2,5202
4977,2,5203
45062,2,5204
41617,2,5205
937,2,5206
123947,2,5207
128512,2,5208
44929,2,5209
44889,2,5210
988,2,5211
984,2,5212
4965,2,5213
941,2,5214
981,2,5215
4826,2,5216
118985,2,5217
5113,2,5218
51088,2,5219
5256,2,5220
4541,2,5221
117109,2,5222
50274,2,5223
127136,2,5224
50158,2,5225
5238,2,5226
131826,2,5227
50003,2,5228
5226,2,5229
131656,2,5230
49957,2,5231
4565,2,5232
1170,2,5233
49793,2,5234
4574,2,5235
1167,2,5236
5224,2,5237
36276,2,5238
4578,2,5239
4580,2,5240
117545,2,5241
50445,2,5242
5258,2,5243
4661,2,5244
50658,2,5245
4516,2,5246
4517,2,5247
50954,2,5248
5288,2,5249
132660,2,5250
1312,2,5251
50923,2,5252
5282,2,5253
50851,2,5254
5279,2,5255
50842,2,5256
116887,2,5257
34326,2,5258
4523,2,5259
50800,2,5260
50796,2,5261
132424,2,5262
4527,2,5263
50792,2,5264
132422,2,5265
4534,2,5266
49524,2,5267
36363,2,5268
49389,2,5269
4589,2,5270
48598,2,5271
48596,2,5272
48518,2,5273
4626,2,5274
48414,2,5275
896,2,5276
4629,2,5277
4632,2,5278
48342,2,5279
4634,2,5280
118572,2,5281
5136,2,5282
118700,2,5283
5134,2,5284
5131,2,5285
48161,2,5286
118880,2,5287
897,2,5288
118888,2,5289
37853,2,5290
118924,2,5291
48638,2,5292
37545,2,5293
48678,2,5294
36533,2,5295
4593,2,5296
5205,2,5297
5202,2,5298
4599,2,5299
4600,2,5300
885,2,5301
4608,2,5302
1151,2,5303
49013,2,5304
5181,2,5305
4622,2,5306
48883,2,5307
36850,2,5308
5177,2,5309
48879,2,5310
4617,2,5311
5170,2,5312
4619,2,5313
48698,2,5314
5165,2,5315
4743,2,5316
44613,2,5317
56336,2,5318
3077,2,5319
96691,2,5320
3094,2,5321
3103,2,5322
2154,2,5323
96815,2,5324
78836,2,5325
78703,2,5326
3120,2,5327
3138,2,5328
3141,2,5329
78174,2,5330
97168,2,5331
97172,2,5332
3150,2,5333
78041,2,5334
3161,2,5335
97470,2,5336
77798,2,5337
97643,2,5338
3165,2,5339
2098,2,5340
97866,2,5341
77191,2,5342
2071,2,5343
2069,2,5344
2068,2,5345
76173,2,5346
3078,2,5347
79251,2,5348
2255,2,5349
2165,2,5350
2928,2,5351
95475,2,5352
2929,2,5353
95497,2,5354
2962,2,5355
2244,2,5356
81456,2,5357
95583,2,5358
81132,2,5359
2977,2,5360
80880,2,5361
80846,2,5362
2210,2,5363
80727,2,5364
2201,2,5365
80615,2,5366
96004,2,5367
80551,2,5368
3003,2,5369
2187,2,5370
96281,2,5371
3028,2,5372
2185,2,5373
3042,2,5374
79798,2,5375
3046,2,5376
2178,2,5377
98083,2,5378
3211,2,5379
76060,2,5380
98122,2,5381
3330,2,5382
1986,2,5383
73290,2,5384
99764,2,5385
73211,2,5386
3368,2,5387
3370,2,5388
99910,2,5389
3372,2,5390
3391,2,5391
1978,2,5392
72405,2,5393
1941,2,5394
3402,2,5395
72308,2,5396
72294,2,5397
100553,2,5398
72224,2,5399
72171,2,5400
100611,2,5401
100810,2,5402
100882,2,5403
6812,2,5404
1937,2,5405
71732,2,5406
101088,2,5407
3432,2,5408
99532,2,5409
99437,2,5410
73569,2,5411
74727,2,5412
3214,2,5413
3223,2,5414
75395,2,5415
98239,2,5416
2044,2,5417
74948,2,5418
3240,2,5419
3241,2,5420
74851,2,5421
98279,2,5422
74791,2,5423
3283,2,5424
98499,2,5425
1987,2,5426
74668,2,5427
98623,2,5428
74553,2,5429
3302,2,5430
74452,2,5431
3313,2,5432
74282,2,5433
74275,2,5434
74228,2,5435
74075,2,5436
73881,2,5437
2007,2,5438
81819,2,5439
2927,2,5440
56379,2,5441
88954,2,5442
2607,2,5443
88746,2,5444
88699,2,5445
88672,2,5446
2614,2,5447
